url,title,text,topic,tags,date
https://lenta.ru/news/2001/06/05/raya/,"Рамблер, Яndex и Google слились в единый проект","В понедельник частные лица Паркер и Норвежский Лесной объявили об открытии некоммерческого проекта, в рамках которого было осуществлено слияние поисковых систем Rambler, Яndex и Google. Как известно, в определенных кругах уже расматривалась возможность объединения первой и второй и использования третьей в рамках первой. На первом этапе развития проекта было осуществлено заимствование слогов: у Rambler'а был взят слог ""Ra"", у Яndex'а - ""Ya"". Итоговая конструкция ""RaYa"" была положена в основу проекта, получившего название RaYa.Ru. На одном из следующих этапов в рамках оригинального пользовательского интерфейса были объединены возможности трех вышеупомянутых поисковых систем. Отличительной особенностью такого интерфейса является отсутствие ""баннеров, счетчиков, опросов, голосований, анкет, открыток, новостей, каталогов, объявлений, советов и прочего малополезного"" материала, отмечают авторы проекта. Данная концепция в свое время была разработана ""Студией Артемия Лебедева"". Запросы, поступающие на RaYa.Ru, с помощью специальной программы-шлюза распределяются по поисковым системам, определенным конечным пользователем. Так, по нажатию конечным пользователем кнопки ""Яndex"" (слева) запрос отправляется на Яndex, по нажатию кнопки ""RamЫer"" (справа) запрос отправляется на Rambler, а по нажатию кнопки ""Enter"" (снизу, на клавиатуре) запрос отправляется на Google. Согласно заявлению авторов проекта, количество поддерживаемых поисковых систем в будущем будет увеличиваться. Как заявил в интервью агентству ""Нетоскоп"" один из создателей RaYa.Ru Норвежский Лесной, решение об объединении систем было принято абсолютным большинством голосов акционеров на основании того, что ""они все"" (системы) ""хорошие"".",Интернет и СМИ,Все,2001/06/05
https://lenta.ru/news/2000/06/17/herbalife/,Основатель Гербалайфа умер от передозировки,"Основатель Гербалайфа, 44-летний миллионер Марк Хьюз умер в результате передозировки. Содержание алкоголя в крови Хьюза превышало предельно допустимое в три раза, кроме того патологоанатомы обнаружили ""токсичный"" уровень антидепрессанта доксепина. На основании отчета токсикологов, полиция Лос-Анджелеса пришла к выводу, что смерть Хьюза наступила в результате ""случайной передозировки"". Патологоанатомы не обнаружили никаких признаков насильственной смерти миллионера. Хьюз был найден мертвым на своей вилле в Калифорнии 21 мая. Полиция выяснила, что он регулярно принимал доксепин от бессонницы. Представитель полицейского управления Лос-Анджелеса пояснил, что именно смесь высокой дозы препарата с алкоголем и вызвала остановку сердца. Марк Хьюз основал Гербалайф, производящий пищевые добавки и средства для похудания в 1980 году. В настоящее время дистрибьютерская сеть компании состоит из 750 представительств, входящих в систему так называемого ""многоуровневого маркетинга"". В 80-е годы Food and Drug Administration, Министерство здравоохранения США и прокурор штата Калифорния обвиняли Хьюза в фальсификациях, недобросоветсной рекламе и нарушениях правил торговли, напоминает Reuters.",Мир,Все,2000/06/17
https://lenta.ru/news/2013/08/23/trewki/,"Самую дешевую ""трешку"" Москвы оценили в 6 миллионов рублей","В настоящее время стоимость наиболее дешевой трехкомнатной квартиры на вторичном рынке жилья Москвы составляет 6 миллионов рублей. Как говорится в обзоре холдинга ""МИЭЛЬ"", самая дорогая столичная ""трешка"" стоит 235 миллионов рублей.По данным аналитиков, самая доступная трехкомнатная квартира располагается на последнем этаже панельной пятиэтажки в районе Люблино. Ее общая площадь составляет 55,3 квадратного метра (кухня - 6 ""квадратов""). Наиболее дорогостоящий объект находится на пятом этаже шестиэтажного монолитного жилого комплекса в Хамовниках. Площадь квартиры с дизайнерским ремонтом - 178 квадратных метров.Согласно исследованию, площадь самой маленькой ""трешки"" на регулярном рынке столицы составляет 45 квадратных метров. Это квартира стоимостью 8,3 миллиона рублей, расположенная на первом этаже панельной пятиэтажки в районе Котловка. Наиболее просторная трехкомнатная квартира (296 ""квадратов"") предлагается за 185 миллионов рублей и находится в монолитно-кирпичном доме в Пресненском районе.Как отмечают эксперты, на трехкомнатные квартиры приходится 31 процент предложения ""вторички"" Москвы. Наибольшее количество таких квартир представлено в Центральном административном округе (19,2 процента от всех ""трешек""), наименьшее - в Восточном АО (5,7 процента).Ранее в ""МИЭЛЬ"" сообщали, что стоимость самой дешевой однокомнатной квартиры на вторичном рынке столицы составляет 3,7 миллиона рублей, самой дорогой - 38 миллионов рублей. Площадь московских ""однушек"" колеблется от 18 до 98 квадратных метров. Цены на двухкомнатные объекты варьируются в диапазоне 5,2-92 миллиона рублей. Площадь ""двушек"" колеблется от 30 до 215 квадратных метров.",Дом,Все,2013/08/23
https://lenta.ru/news/2016/05/11/eastcorpus/,На базе харьковской полицейской роты произошел взрыв,"В Харькове на базе полицейской роты «Восточный корпус» произошел взрыв. Об этом сообщили в пресс-службе Главного управления Национальной полиции Украины в Харьковской области агентству УНИАН. По данным управления, взрыв произошел ночью в среду, 11 мая, в 03:55 рядом с административным зданием. На месте происшествия работают эксперты. Бывший командир роты «Восточный корпус» председатель харьковского ГК «Азов» Олег Ширяев рассказал, что самодельное взрывное устройство, предположительно, мощностью 200 граммов тротила, было переброшено через забор. «В той части базы — там забор, колючая проволока — стоит техника», — добавил он. Ширяев уточнил, что были повреждены несколько машин, среди людей пострадавших нет. Рота «Восточный корпус» («Схiдний корпус») была создана как добровольческое подразделение патрульной службы милиции особого назначения в составе МВД Украины на основе общественного движения «Восточный корпус». Целью этого движения было оказание помощи украинской армии и борьба с пророссийскими настроениями в Харьковской области. На данный момент численность роты превышает 100 человек. Министр внутренних дел Украины Арсен Аваков высоко оценивал деятельность роты. «Каждый знает в Харькове, что если что, то эта милицейская ""черная сотня Авакова"" приедет и ""оторвет уши"" за нападки на Украину», — заявил он в своем интервью изданию ЛигаБизнесинформ.",Бывший СССР,Украина,2016/05/11
https://lenta.ru/news/2019/01/23/flot/,Российский военный флот признали бесполезным для Сухопутных войск и ВДВ,"Военно-морской флот (ВМФ) России не имеет кораблей, способных оказать действенную огневую поддержку приморскому флангу армии или десанту при высадке, а также осуществлять сопровождение последнего в оперативной глубине, пишет в статье для «Военно-промышленного курьера» заместитель президента по информационной политике Российской академии ракетных и артиллерийских наук (РАРАН) доктор военных наук Константин Сивков. По его данным, самый крупный калибр российской корабельной артиллерии составляет 130 миллиметров на эсминцах проекта 956. «Вес снаряда — около 30 килограммов при дальности стрельбы до 30 километров. Этим оружием самый мощный в артиллерийском отношении российский корабль способен в лучшем случае решить задачу подавления двух ротных опорных пунктов на глубину тактической противодесантной обороны от уреза воды», — считает эксперт. Согласно Сивкову, это «прямо вытекает из сопоставления площади зоны поражения 130-миллиметрового фугасного снаряда, боекомплекта эсминца и размеров ротного опорного пункта американской или иной иностранной армии». «Такой снаряд не может поразить фортификационные сооружения из толстого железобетона и иные сильно защищенные объекты, в частности танки», — пишет специалист. Использование для таких целей крылатых ракет и ударных самолетов эксперт сравнивает с «забиванием гвоздей компьютером». В январе заместитель президента РАРАН заявил, что российский комплекс автоматического управления массированным ответным ядерным ударом «Периметр» (на Западе известен как Dead Hand — «Мертвая рука») не способен гарантированно обеспечить нанесение ответного и ответно-встречного обезоруживающего удара по американским позициям.",,Оружие,2019/01/23
https://lenta.ru/news/2017/11/09/chemodan/,Американцы изобрели лиловые сияющие чемоданы,"Компания American Tourister выпустила коллекцию светоотражающих чемоданов Wavebreaker Sparkle. Об этом представители бренда рассказали корреспонденту «Ленты.ру» в четверг, 9 ноября. По их словам, материал, покрывающий багаж, создан с использованием NRA-материала, которая помогает увеличить видимость ближайших объектов в темное время суток. При тусклом освещении прочный материал корпуса отражает лучи света, что, по заверениям создателей коллекции, гарантирует безопасность багажа в темное время суток. «Модели Wavebreaker Sparkle оснащены специальным замком безопасности TSA. Разделительные перегородки и дополнительные карманы из материала-сетки упрощают процесс упаковки вещей для путешествия», — рассказали в компании. В палитру цветов входят лиловый и серебряный. Коллекция доступна для продажи с начала ноября. Стоимость чемоданов не уточняется. 24 августа сообщалось, что American Tourister представила новую коллекцию багажа — Sonic Surfer. По словам представителей марки, они подходят активным путешественникам, которые ценят надежность и комфорт.",Ценности,Инструменты,2017/11/09
https://lenta.ru/news/2008/01/04/malkin/,Евгений Малкин сделал первый хет-трик в НХЛ,"Лучший новичок НХЛ прошлого сезона россиянин Евгений Малкин из ""Питтсбурга"" принес своей команде победу в матче с ""Торонто"" (6:2). Малкин впервые в заокеанской карьере сделал хет-трик и был признан первой звездой матча, а его команда продлила победную серию и переместилась на пятое место в Восточной конференции. Свою первую шайбу в матче Малкин забросил во втором периоде, когда вывел ""Пингвинс"" вперед – 2:1. Затем он дважды отличился в третьем периоде: сначала россиянин сделал счет 4:1, а в конце игры установил окончательный счет – 6:2. Две передачи в этом матче записал на свой счет защитник сборной России Сергей Гончар. ""Меня не особо волнуют личные достижения, главное – мы с каждым матчем играем все лучше и лучше"", - цитирует Малкина Canadian Press. ""Питтсбург"" одержал уже пятую победу подряд, набрал 46 очков и упрочил свои позиции в борьбе за место в зоне плей-офф от Восточной конференции. Команда Малкина всего одно очко уступает ""Монреалю"", который в очередном матче разгромил ""Тампу"" со счетом 6:3. Лучшим игроком этого матча был признан российский форвард ""Канадиенс"" Алексей Ковалев, который открыл счет в игре, а его партнер по команде Андрей Марков отметился голевой передачей. Форвард ""Вашингтона"" Александр Овечкин не сумел поразить ворота соперников в матче с ""Бостоном"", а его команда уступила со счетом 0:2. ""Вашингтон"" на шесть очков отстает от занимающего восьмое место на Востоке ""Нью-Йорк Айлендерс"". Из других матчей дня стоит отметить победу ""Нэшвилла"" над ""Эдмонтоном"" со счетом 5:2, и победу ""Коламбуса"" над ""Лос-Анджелесом"" со счетом 4:3. В составе ""Нэшвилла"" две шайбы забросил форвард сборной России Александр Радулов, а в составе ""Коламбуса"" гол и результативная передача на счету лучшего российского бомбардира в истории НХЛ Сергея Федорова.",Спорт,Все,2008/01/04
https://lenta.ru/news/2009/07/30/julio/,В Москве выступит Хулио Иглесиас,"Испанский певец Хулио Иглесиас выступит 1 октября в Москве на сцене спорткомплекса ""Олимпийский"". Это будет единственный концерт певца в столице, сообщает РИА Новости со ссылкой на организаторов выступления. В 2009 году Иглесиас проводит мировое турне, посвященное 40-летию своей музыкальной карьеры, которая началась с победы на песенном фестивале в испанском городе Бенидорме - там Иглесиас представил композицию ""La vida sigue igual"". С тех пор Иглесиас стал самым коммерчески успешным испаноязычным артистом за историю звукозаписи. Кроме того, 66-летний уроженец Мадрида - один из самых продуктивных исполнителей. За свою жизнь он записал более 70 альбомов на 14 языках и дал около пяти тысяч концертов. В России Иглесиас выступал уже несколько раз.",Культура,Все,2009/07/30
https://lenta.ru/news/2016/07/04/vf/,Владелец Wrangler и Timberland продаст часть брендов израильтянам,"Американская компания VF Corporation объявила о продаже нескольких брендов. Речь идет о 7 For All Mankind, Ella Moss и Splendid. Об этом сообщает ProFashion со ссылкой на заявление пресс-службы фирмы. Покупатель на них уже нашелся, им стала израильская текстильная фирма Delta Galil Industries. Сумма сделки составила около 120 миллионов долларов. По словам исполнительного директора VF Corporation Эрика Вайсмана, продаваемые марки являются лидерами в своих сегментах. «В них работают талантливые, страстные люди, мотивированные дать рынку одежду с оригинальным дизайном и обслуживание высокого уровня», — добавил он. Планируется, что сделка будет завершена к концу года. VF Corporation специализируется на производстве, маркетинге и сбыте одежды. Ей принадлежат такие бренды, как The North Face, Vans, Timberland, Wrangler, Lee, Kipling, Nautica и другие.",Ценности,Явления,2016/07/04
https://lenta.ru/news/2019/07/09/welcometothejungle/,Пьяные пассажиры загадили самолет и разозлили попутчиков,"Пьяные туристы, летевшие на музыкальный фестиваль в город Задар, Хорватия, устроили переполох на борту самолета и разъярили попутчиков. Об этом сообщает Daily Mail. Инцидент произошел в лайнере авиакомпании Ryanair, который вылетел из Манчестера. По словам 24-летней пассажирки Анеты Жуков, путешествующей со своим парнем, буянящие мужчины были похожи на диких животных из джунглей. «Они вели себя совершенно неприемлемо. Было очевидно, что они зашли в самолет уже пьяными. Экипаж несколько раз грозился выгнать их, но никому не удавалось их успокоить», —  рассказала девушка. Кроме того, дебоширы игнорировали просьбы стюардесс соблюдать правила безопасности и пристегнуть ремни, а некоторых из них тошнило прямо на себя или в проход. На видео, опубликованном в сети, видно, как один из пассажиров держит пакет для своего друга, которому стало плохо. Фотографии также демонстрируют следы экскрементов на полу. После посадки в аэропорту Задара дебоширов арестовала местная полиция. По словам их попутчиков, это был худший полет в их жизни. В июне 2018 года компания друзей сорвала рейс в чешскую столицу Прагу из-за своего непристойного поведения на борту. Инцидент произошел в британском аэропорту Бристоль в самолете английского лоукостера EasyJet. После посадки на борт группа пьяных туристов, отмечавших мальчишник, начала так шумно себя вести, что рейс пришлось отменить.",,Происшествия,2019/07/09
https://lenta.ru/news/2006/03/23/students/,Отчисленные белорусские студенты могут бесплатно доучиться в Польше,"Польша готова принять на учебу всех тех студентов, которые будут исключены из белорусских вузов за участие в массовых акциях оппозиции, сообщает РИА Новости. Премьер-министр Польши Казимеж Марчинкевич (Kaziemirz Marcinkiewicz) заявил: ""Белорусские студенты, которым грозит исключение из вузов за участие в протестах оппозиции против фальсификации итогов президентских выборов, могут продолжить обучение в Польше"". По словам главы польского правительства, ""каждый такой студент может обратиться в польский вуз, чтобы завершить образование"". Причем обучение, как он особо подчеркнул, будет производиться полностью за счет польского правительства. Как польские власти будут отличать ""жертв режима"" от простых двоечников, не сообщается. Напомним, что в центре Минска до сих пор продолжается манифестация оппозиционеров, которые недовольны неправильным, с их точки зрения, подсчетом голосов по итогам президентских выборов, состоявшихся 19 марта. Большинство собравшихся - студенты белорусских вузов. Белорусские власти уже пообещали административные и другие наказания всем тем, кто принимает участие в акции.",Бывший СССР,Все,2006/03/23
https://lenta.ru/news/2017/08/30/correction/,Коррекционные школы в России превратят в обычные,"С начала нового учебного года коррекционные и спецшколы станут «просто школами». Из их названия будут исключены поясняющие приставки, но функционал не изменится. Об этом заявила министр образования и науки Ольга Васильева, передает в среду, 30 августа, «Интерфакс». По ее словам, число учебных заведений для детей с особенностями развития останется прежним (1764 школы), и они сохранят свои надбавки. Также она отметила, что ни одна коррекционная школа с 2016 года не была закрыта. Эти учреждения оснастят комплексом для проверки здоровья учащихся — зрения, слуха, осанки и других показателей. Параллельно будет развиваться инклюзивное образование, 11 тысяч обычных школ примут таким образом 367 тысяч детей. Васильева пообещала уделить внимание подготовке дефектологов. Сейчас такие специалисты готовятся в 60 вузах, в этом году пройдет их первый всероссийский съезд. 6 июля министр образования Ольга Васильева заявила о переводе всех российских школ из ведения муниципалитетов в подчинение региональным властям. По ее мнению, участие муниципалитетов в создании учебных программ мешает созданию единого образовательного пространства.",Россия,Общество,2017/08/30
https://lenta.ru/news/2001/12/19/transport/,Европа заказала новый военно-транспортный самолет,"Во вторник в Бельгии был подписан контракт о заказе восемью европейскими странами 196 транспортных самолетов нового образца Airbus A400M. Со стороны заказчика контракт подписал представитель межгосударственной европейской организации, занимающейся вопросами военного сотрудничества и приобретения вооружения, Клаус фон Спербер (Klaus von Sperber). От лица исполнителя -  Альберто Фернандес (Alberto Fernandez), глава авиастроительной компании Airbus Military. Сумма сделки составляет 18 миллиардов евро (около 16 миллиардов долларов США), сообщает France Presse. 73 новые машины заказала Германия, 50 - Франция, 27 - Испания, 25 - Великобритания, десять - Турция, семь - Бельгия, три - Португалия и одну - Люксембург. Будет ли приобретать и участвовать в производстве новых машин Италия пока неизвестно. Первые поставки будут осуществлены во Францию в 2008 году, затем самолеты получит Турция. Последняя поставка в 2020 году будет сделана в Бельгию. Новый самолет будет оснащен четырьмя турбовинтовыми двигателями.  Его фюзеляж будет изготавливаться в Германии, при том что некоторые части будут поставляться из Турции. Крылья будут делать Британия и Бельгия, рубка и электоронные системы будут производится во Франции и Португалии. Сборка же будет осуществляться в Испани. Этот проект позволит создать около десяти тысяч рабочих мест. Airbus A400M должен будет заменить в Европе американские транспортные самолеты Hercules C-130 и немецко-французские Transall C-160.",Мир,Все,2001/12/19
https://lenta.ru/news/2007/07/06/sub/,Новую атомную субмарину Китая нашли благодаря Google Earth,"Главе подразделения ядерных исследований Федерации американских ученых (FAS) Гансу Кристенсену удалось обнаружить новую атомную подводную лодку вооруженных сил Китая благодаря Google Earth. Подлодка была сфотографирована частным спутником Quickbird в конце 2006 года. По мнению экспертов, объект, запечатленный на фото, является атомным подводным ракетоносцем типа 094 - новейшей субмариной этого типа в составе военно-морских сил КНР. Лодка была сфотографирована спутником во время ее стоянки на базе Сяопиндао близ Даляня (Желтое море). Своим обликом с развитым ограждением ракетных шахт, АПЛ напоминает российские ракетоносцы проекта 667БДРМ. Лодки этого типа несут 16 баллистических ракет JL-2 (DF-31), дальностью полета 8 тысяч километров. В настоящее время Китай располагает одной АПЛ типа 094, вступившей в строй в прошлом году. Еще один ракетоносец находится в постройке.",Наука и техника,Все,2007/07/06
https://lenta.ru/news/2018/10/19/nord/,Украина изъяла российское судно «Норд»,"Прокуратура Автономной Республики Крым (подразделение Генпрокуратуры Украины, располагается в Киеве) передала Национальному агентству Украины по вопросам выявления, розыска и управления активами, полученными от коррупционных и других преступлений (АРМА), арестованное крымское рыболовецкое судно «Норд». Сообщение об этом появилось на сайте прокуратуры. Решение принято с целью сохранения бюджетных средств, которые расходуются на содержание арестованного судна на территории морского порта Бердянск, отмечается в сообщении. «Цель передачи судна — осуществление всех мероприятий по управлению с целью сохранения или увеличения стоимости активов или передачи активов в управление на основании договора управления или распоряжения, или реализации соответствующих активов с последующим размещением наличных средств на счетах в государственных банках до окончания уголовного производства», — указал начальник управления прокуратуры Евгений Комаровский. Также в прокуратуре напомнили, что 4 октября в Апелляционный суд Киева было направлено обвинительное заключение в отношении капитана судна «Норд» Владимира Горбенко в совершении уголовного преступления, предусмотренного частью 2 статьи 332-1 Уголовного кодекса Украины («Нарушение порядка въезда на временно оккупированную территорию Украины и выезда из нее с целью причинения вреда интересам государства») для определения подсудности и дальнейшего рассмотрения по существу. «Капитан судна ""Норд"" в ущерб интересам Украины обеспечил незаконный выезд со временно оккупированной территории Украины за пределами разрешенных порядком контрольных пунктов пересечения административной границы с полуостровом Крым членам экипажа указанного судна с целью промышленного вылова рыбы», — заявили в прокуратуре. Крымское рыболовецкое судно «Норд», шедшее под флагом России, было задержано в Азовском море украинскими пограничниками в марте. Все десять членов экипажа обладают российскими паспортами, однако Киев считает их гражданами Украины. Их обвинили в «нарушении порядка въезда на временно оккупированную территорию Украины и выезда из нее», поскольку судно зарегистрировано в одном из портов Крыма, который Украина считает своей территорией. В апреле двое моряков смогли вернуться в Россию через территорию Белоруссии.",Бывший СССР,Украина,2018/10/19
https://lenta.ru/news/2019/10/25/base/,Российскую военную базу задумали создать в Африке,"Центральноафриканская Республика (ЦАР) изучает возможность создания на своей территории российской военной базы. Об этом заявил президент страны Фостен-Арканж Туадера, передает РИА Новости. По его словам, Банги изучает такую возможность и прорабатывает вопрос с министерствами обороны обеих стран. Президент также отметил, что его страна уже получила от России несколько партий оружия, однако ей требуется еще. «Наши силы нуждаются. И в ходе своих встреч я попросил Российскую Федерацию о возможности предоставить ЦАР дополнительную помощь», — сказал он. Туадера напомнил, что именно российские инструкторы обучают военнослужащих его страны обращаться с оружием. «Это дает силы нашим военным выполнять свою задачу», — подчеркнул он. В октябре сообщалось, что среди оружия, которое Россия поставила в ЦАР, оказались ручные пулеметы, автоматы Калашникова и винтовки Мосина образца 1944 года. До этого министр иностранных дел России Сергей Лавров указывал, что поставка оружия для нужд армии республики проходила на безвозмездной основе и с ведома Совбеза ООН. В июне директор департамента Африки МИД России Андрей Кемарский заявлял, что 30 российских военных отправятся в миссию ООН в ЦАР. По его словам, соответствующий указ подписал российский президент Владимир Путин. Министр обороны ЦАР Мари Ноэль Кояра в январе отмечала, что в стране действует центр военной подготовки с российскими инструкторами. Тогда же она не исключила появления на территории республики российской военной базы.",,Политика,2019/10/25
https://lenta.ru/news/2008/02/07/start/,Подведены итоги конкурса юных архитекторов,"Подведены итоги конкурса на лучший проект здания будущего, который проводила компания Rockwool Russia совместно со школой искусств ""Старт"", сообщается в пресс-релизе компании. Для участия в конкурсе необходимо было предоставить бумажный макет здания будущего, взяв за основу реальные дома столичного района Тропарево-Никулино и добавив в существующий образ новые элементы.Как сообщает пресс-служба компании Rockwool Russia, большинством голосов лучшей работой признана модель ""Несущаяся по волнам"", созданная Башенковой Александрой. Основой для работы победительницы послужили дома, расположенные на улице 26 Бакинских комиссаров, дом 6, строения 1 и 2.По словам победительницы, она стремилась передать тему природных мотивов и создать образ моря с бушующими волнами или ""Летучего голландца"", несущегося по этим волнам.На суд народного жюри, выбиравшего лучший проект на сайте компании Rockwool Russia, были представлены образцы романской архитектуры, готического стиля, импровизации на тему Египта, Древней Греции, китайской пагоды. Всего проголосовало более тысячи человек.По словам менеджера по развитию программ обучения компании Rockwool Russia Георгия Дарусенкова, в компании придерживаются мнения, что хороших специалистов нужно ""выращивать"". Совместный проект со школой искусств ""Старт"" является новым шагом в развитии системы обучения компании.",Дом,Все,2008/02/07
https://lenta.ru/news/2009/06/24/eleven/,Акции Сбербанка подорожали на 12 процентов,"Акции Сбербанка, крупнейшей финансовой организации России, подорожали в ходе торгов 24 июня более чем на 11 процентов. По данным на 17:15 по московскому времени они выросли в цене на ММВБ на 11,47 процента при том, что основной индекс биржи увеличился только на шесть с половиной процентов до 977 пунктов. На РТС рост акций Сбербанка еще более ощутим: ценные бумаги подорожали на 12 процентов при росте основного индекса на 2,6 процента. Ценные бумаги Сбербанка считаются одними из самых ликвидных на рынке, уступая по этому показателю лишь ""Газпрому"". Тем не менее, в последние дни на акции наблюдается значительный спрос. По данным газеты ""Ведомости"", только 23 июня по ним прошло сделок на ММВБ на общую сумму 58,9 миллиарда рублей. Стоит отметить, что Сбербанк в последние дни и резко дорожал, и резко дешевел. Так, в ходе торгов 23 июня стоимость акций Сбербанка опускалась более чем на 10 процентов, но по итогам дня они даже сумели выйти в плюс. По акциям ""Газпрома"" и Сбербанка можно следить за активностью зарубежных инвесторов на российских рынках, которые обычно вкладываются в эти ценные бумаги и еще несколько ""голубых фишек"". 24 июня рост акций Сбербанка мог быть обеспечен не только спекуляциями, но и пресс-конференцией заместителя председателя правления банка Беллы Златкис. Она, в частности, заявила, что один из миноритариев скупил 1,4 процента ценных бумаг банка. Кто именно стал держателем акций Сбербанка, Златкис не уточнила, пояснив только, что это мужчина с популярной фамилией, работающий в тяжелой промышленности .",Экономика,Все,2009/06/24
